state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Idaho,16019,Bonneville County,37805,14254,53995,23551,0.700157422,0.263987406,0.436170016
Idaho,16021,Boundary County,4937,1220,6313,3717,0.782037066,0.19325202,0.588785047
Idaho,16023,Butte County,1202,188,1415,1014,0.849469965,0.132862191,0.716607774
Idaho,16025,Camas County,507,149,754,358,0.672413793,0.197612732,0.474801061
Idaho,16027,Canyon County,61759,25881,90438,35878,0.682887724,0.286173953,0.396713771
Idaho,16029,Caribou County,2906,431,3416,2475,0.850702576,0.12617096,0.724531616
Idaho,16031,Cassia County,7907,1464,9643,6443,0.819973037,0.151819973,0.668153064
Idaho,16033,Clark County,264,41,311,223,0.848874598,0.131832797,0.717041801
Idaho,16035,Clearwater County,3453,877,4419,2576,0.781398506,0.19846119,0.582937316
Idaho,16037,Custer County,2089,603,2737,1486,0.763244428,0.220314213,0.542930216
Idaho,16039,Elmore County,7246,2601,10205,4645,0.710044096,0.254875061,0.455169035
Idaho,16041,Franklin County,5845,657,6664,5188,0.87710084,0.098589436,0.778511405
Idaho,16043,Fremont County,5548,998,6719,4550,0.825718113,0.148534008,0.677184105
Idaho,16045,Gem County,7951,1803,9958,6148,0.798453505,0.181060454,0.617393051
Idaho,16047,Gooding County,4659,1256,6050,3403,0.770082645,0.207603306,0.562479339
Idaho,16049,Idaho County,7826,1561,9602,6265,0.815038534,0.162570298,0.652468236
Idaho,16051,Jefferson County,12099,1658,14171,10441,0.853785901,0.116999506,0.736786395
Idaho,16053,Jerome County,5734,1893,7812,3841,0.733998976,0.242319508,0.491679467
Idaho,16055,Kootenai County,62837,24312,89878,38525,0.699136607,0.270500011,0.428636596
Idaho,16057,Latah County,9463,10199,20521,-736,0.461137371,0.49700307,-0.035865699
Idaho,16059,Lemhi County,3592,1032,4738,2560,0.758125791,0.217813423,0.540312368
Idaho,16061,Lewis County,1489,349,1870,1140,0.796256684,0.186631016,0.609625668
Idaho,16063,Lincoln County,1469,414,1940,1055,0.757216495,0.213402062,0.543814433
Idaho,16065,Madison County,13559,2666,17112,10893,0.792367929,0.155797101,0.636570827
Idaho,16067,Minidoka County,6265,1550,7993,4715,0.783810834,0.19391968,0.589891155
Idaho,16069,Nez Perce County,13738,6686,20967,7052,0.655220108,0.318882053,0.336338055
Idaho,16071,Oneida County,2148,249,2451,1899,0.876376989,0.101591187,0.774785802
Idaho,16073,Owyhee County,3819,816,4742,3003,0.80535639,0.172079291,0.633277098
Idaho,16075,Payette County,8862,2161,11293,6701,0.784733906,0.191357478,0.593376428
Idaho,16077,Power County,2116,865,3086,1251,0.685677252,0.280298121,0.405379132
Idaho,16079,Shoshone County,4216,1693,6049,2523,0.696974707,0.279880972,0.417093735
Idaho,16081,Teton County,2858,3318,6347,-460,0.450291476,0.522766661,-0.072475185
Idaho,16083,Twin Falls County,25897,9391,36680,16506,0.706025082,0.256025082,0.45
Idaho,16085,Valley County,3947,2976,7063,971,0.558827694,0.421350701,0.137476993
Idaho,16087,Washington County,4154,1073,5344,3081,0.777320359,0.200785928,0.576534431
Illinois,17001,Adams County,24131,8569,33434,15562,0.721750314,0.256295986,0.465454328
Illinois,17003,Alexander County,3056,2522,5631,534,0.542709998,0.447877819,0.094832179
Illinois,17005,Bond County,5612,2275,8109,3337,0.692070539,0.280552473,0.411518066
Illinois,17007,Boone County,13762,10372,24672,3390,0.557798314,0.42039559,0.137402724
Illinois,17009,Brown County,1930,485,2523,1445,0.764962346,0.19223147,0.572730876
Illinois,17011,Bureau County,10296,6545,17182,3751,0.599231754,0.380921895,0.218309859
Illinois,17013,Calhoun County,2043,674,2767,1369,0.738344778,0.24358511,0.494759668
Illinois,17015,Carroll County,5098,2737,8006,2361,0.636772421,0.341868599,0.294903822
Illinois,17017,Cass County,3624,1615,5325,2009,0.68056338,0.303286385,0.377276995
Illinois,17019,Champaign County,34774,55173,93019,-20399,0.373837603,0.593136886,-0.219299283
Illinois,17021,Christian County,11505,4286,16094,7219,0.714862682,0.266310426,0.448552255
Illinois,17023,Clark County,6215,1990,8340,4225,0.745203837,0.238609113,0.506594724
Illinois,17025,Clay County,5626,1129,6896,4497,0.815835267,0.163718097,0.652117169
Illinois,17027,Clinton County,14264,4459,19139,9805,0.745284498,0.23297978,0.512304718
Illinois,17029,Coles County,13981,7997,22470,5984,0.622207388,0.355896751,0.266310636
Illinois,17031,Cook County,483186,1374757,1886299,-891571,0.256155572,0.728811816,-0.472656244
Illinois,17033,Crawford County,7025,2198,9419,4827,0.745832891,0.233358106,0.512474785
Illinois,17035,Cumberland County,4595,1141,5843,3454,0.78641109,0.195276399,0.591134691
Illinois,17037,DeKalb County,21818,24484,47717,-2666,0.457237463,0.513108536,-0.055871073
Illinois,17039,De Witt County,5623,2171,7994,3452,0.703402552,0.271578684,0.431823868
Illinois,17041,Douglas County,6221,2327,8746,3894,0.711296593,0.266064487,0.445232106
Illinois,17043,DuPage County,187957,269638,467186,-81681,0.402317278,0.577153425,-0.174836147
Illinois,17045,Edgar County,6169,1869,8152,4300,0.756746811,0.229268891,0.52747792
Illinois,17047,Edwards County,2833,488,3368,2345,0.841152019,0.144893112,0.696258907
Illinois,17049,Effingham County,14983,3700,19041,11283,0.786880941,0.194317525,0.592563416
Illinois,17051,Fayette County,8025,1815,10033,6210,0.79986046,0.18090302,0.61895744
Illinois,17053,Ford County,4956,1691,6809,3265,0.727860185,0.248347775,0.47951241
Illinois,17055,Franklin County,13514,4690,18488,8824,0.730960623,0.253678061,0.477282562
Illinois,17057,Fulton County,9798,6371,16517,3427,0.593206999,0.3857238,0.207483199
Illinois,17059,Gallatin County,2019,621,2673,1398,0.755331089,0.232323232,0.523007856
Illinois,17061,Greene County,4767,1349,6224,3418,0.76590617,0.216741645,0.549164524
Illinois,17063,Grundy County,16372,9445,26400,6927,0.620151515,0.357765152,0.262386364
Illinois,17065,Hamilton County,3429,821,4316,2608,0.794485635,0.190222428,0.604263207
Illinois,17067,Hancock County,5309,1114,6565,4195,0.808682407,0.169687738,0.638994669
Illinois,17069,Hardin County,28816,7048,0,0,NaN,NaN,NaN
Illinois,17071,Henderson County,2391,1186,3652,1205,0.654709748,0.32475356,0.329956188
Illinois,17073,Henry County,15266,9762,25624,5504,0.595769591,0.380970965,0.214798626
Illinois,17075,Iroquois County,10858,2895,14011,7963,0.774962529,0.206623367,0.568339162
Illinois,17077,Jackson County,10835,11104,22575,-269,0.479955703,0.491871539,-0.011915836
Illinois,17079,Jasper County,4492,1006,5582,3486,0.804729488,0.180222143,0.624507345
Illinois,17081,Jefferson County,12461,4597,17409,7864,0.715779195,0.26405882,0.451720375
Illinois,17083,Jersey County,8699,2956,11942,5743,0.728437448,0.247529727,0.480907721
Illinois,17085,Jo Daviess County,7161,5097,12477,2064,0.573936042,0.408511661,0.165424381
Illinois,17087,Johnson County,5052,1280,6442,3772,0.7842285,0.198696057,0.585532443
Illinois,17089,Kane County,96739,130069,231734,-33330,0.417457084,0.561285785,-0.1438287
Illinois,17091,Kankakee County,28410,20112,49729,8298,0.571296427,0.404432022,0.166864405
Illinois,17093,Kendall County,28515,31394,61327,-2879,0.464966491,0.511911556,-0.046945065
Illinois,17095,Knox County,11818,10421,22716,1397,0.520250044,0.458751541,0.061498503
Illinois,17097,Lake County,105416,144674,254827,-39258,0.41367673,0.567734188,-0.154057459
Illinois,17099,LaSalle County,29482,21491,52053,7991,0.566384262,0.412867654,0.153516608
Illinois,17101,Lawrence County,4849,1414,6379,3435,0.760150494,0.221664838,0.538485656
Illinois,17103,Lee County,9584,6368,16351,3216,0.58614152,0.389456302,0.196685218
Illinois,17105,Livingston County,12134,4568,17049,7566,0.711713297,0.267933603,0.443779694
Illinois,17107,Logan County,9042,3769,13117,5273,0.689334451,0.287337044,0.401997408
Illinois,17109,McDonough County,7009,4973,12290,2036,0.570301058,0.404637917,0.165663141
Illinois,17111,McHenry County,79396,73610,156805,5786,0.506335895,0.469436561,0.036899334
Illinois,17113,McLean County,40365,43719,87013,-3354,0.463896199,0.502442164,-0.038545964
Illinois,17115,Macon County,28373,19633,48934,8740,0.579821801,0.40121388,0.178607921
Illinois,17117,Macoupin County,16058,7313,23919,8745,0.671349137,0.305740207,0.36560893
Illinois,17119,Madison County,75727,56845,136141,18882,0.556239487,0.417545045,0.138694442
Illinois,17121,Marion County,12540,4396,17214,8144,0.728476821,0.255373533,0.473103288
Illinois,17123,Marshall County,4196,2004,6343,2192,0.661516633,0.31593883,0.345577802
Illinois,17125,Mason County,4645,1984,6756,2661,0.687537004,0.29366489,0.393872114
Illinois,17127,Massac County,4989,1719,6803,3270,0.733352933,0.25268264,0.480670293
Illinois,17129,Menard County,4722,2003,6889,2719,0.685440557,0.290753375,0.394687182
Illinois,17131,Mercer County,5328,3212,8750,2116,0.608914286,0.367085714,0.241828571
Illinois,17133,Monroe County,14046,6489,21024,7557,0.668093607,0.30864726,0.359446347
Illinois,17135,Montgomery County,9504,3889,13701,5615,0.693671995,0.283847894,0.4098241
Illinois,17137,Morgan County,9903,5020,15229,4883,0.650272506,0.32963425,0.320638256
Illinois,17139,Moultrie County,4938,1645,6698,3293,0.737234996,0.2455957,0.491639295
Illinois,17141,Ogle County,16092,9300,26040,6792,0.61797235,0.357142857,0.260829493
Illinois,17143,Peoria County,37612,42600,82264,-4988,0.457210931,0.517844987,-0.060634056
Illinois,17145,Perry County,7305,2609,10060,4696,0.726143141,0.259343936,0.466799205
Illinois,17147,Piatt County,6219,3302,9791,2917,0.635175161,0.337248494,0.297926667
Illinois,17149,Pike County,6235,1458,7836,4777,0.795686575,0.186064319,0.609622256
Illinois,17151,Pope County,1720,432,2172,1288,0.791896869,0.198895028,0.593001842
Illinois,17153,Pulaski County,1699,891,2631,808,0.645762068,0.338654504,0.307107564
Illinois,17155,Putnam County,1978,1309,3345,669,0.591330344,0.391330344,0.2
Illinois,17157,Randolph County,11065,3590,14896,7475,0.742816864,0.241004296,0.501812567
Illinois,17159,Richland County,7988,1355,9343,6633,0.854971637,0.145028363,0.709943273
Illinois,17161,Rock Island County,28585,36647,66750,-8062,0.4282397,0.549018727,-0.120779026
Illinois,17163,St. Clair County,56000,66698,125220,-10698,0.447212905,0.532646542,-0.085433637
Illinois,17165,Saline County,8096,2786,11079,5310,0.730751873,0.251466739,0.479285134
Illinois,17167,Sangamon County,53303,48756,104395,4547,0.510589588,0.467033862,0.043555726
Illinois,17169,Schuyler County,2767,1064,3908,1703,0.7080348,0.272262027,0.435772774
Illinois,17171,Scott County,2104,569,2730,1535,0.770695971,0.208424908,0.562271062
Illinois,17173,Shelby County,9396,2488,12049,6908,0.779815752,0.206490165,0.573325587
Illinois,17175,Stark County,2000,814,2881,1186,0.694203402,0.282540784,0.411662617
Illinois,17177,Stephenson County,12253,8756,21446,3497,0.571341975,0.408281265,0.163060711
Illinois,17179,Tazewell County,42194,24486,68358,17708,0.617250358,0.358202405,0.259047953
Illinois,17181,Union County,6157,2575,8896,3582,0.692108813,0.289455935,0.402652878
Illinois,17183,Vermilion County,20710,10313,31617,10397,0.655027359,0.32618528,0.328842079
Illinois,17185,Wabash County,4228,1248,5592,2980,0.756080114,0.223175966,0.532904149
Illinois,17187,Warren County,4671,3087,7916,1584,0.590070743,0.389969682,0.200101061
Illinois,17189,Washington County,6110,1639,7914,4471,0.772049532,0.207101339,0.564948193
Illinois,17191,Wayne County,7172,1185,8446,5987,0.849159365,0.140303102,0.708856263
Illinois,17193,White County,5788,1517,7428,4271,0.779213786,0.204227248,0.574986537
Illinois,17195,Whiteside County,14472,12195,27254,2277,0.531004623,0.447457254,0.083547369
Illinois,17197,Will County,149695,174226,330593,-24531,0.452807531,0.527010554,-0.074203023
Illinois,17199,Williamson County,22681,10107,33503,12574,0.676984151,0.301674477,0.375309674
Illinois,17201,Winnebago County,60390,58721,121684,1669,0.496285461,0.482569607,0.013715854
Illinois,17203,Woodford County,14590,5976,21079,8614,0.692158072,0.28350491,0.408653162
Indiana,18001,Adams County,10685,3236,14238,7449,0.750456525,0.227279112,0.523177413
Indiana,18003,Allen County,91885,72825,168964,19060,0.543814067,0.431008972,0.112805095
Indiana,18005,Bartholomew County,22409,12934,36299,9475,0.61734483,0.356318356,0.261026475
Indiana,18007,Benton County,3007,1009,4115,1998,0.730741191,0.245200486,0.485540705
Indiana,18009,Blackford County,3838,1376,5354,2462,0.716847217,0.257004109,0.459843108
Indiana,18011,Boone County,22351,15244,38622,7107,0.578711615,0.394697323,0.184014292
Indiana,18013,Brown County,5725,2996,8886,2729,0.644271888,0.337159577,0.307112312
Indiana,18015,Carroll County,7086,2224,9514,4862,0.744797141,0.233760774,0.511036367
Indiana,18017,Cass County,10551,4301,15185,6250,0.694830425,0.28324004,0.411590385
Indiana,18019,Clark County,33656,23088,58040,10568,0.579875948,0.397794624,0.182081323
Indiana,18021,Clay County,9498,2549,12277,6949,0.773641769,0.207624012,0.566017757
Indiana,18023,Clinton County,9334,3361,12961,5973,0.720160481,0.259316411,0.460844071
Indiana,18025,Crawford County,3499,1369,4979,2130,0.702751557,0.27495481,0.427796746
Indiana,18027,Daviess County,9576,2169,11971,7407,0.799933172,0.181187871,0.618745301
Indiana,18029,Dearborn County,19441,5433,25302,14008,0.768358233,0.214726109,0.553632124
Indiana,18031,Decatur County,9570,2436,12296,7134,0.778301887,0.198113208,0.580188679
Indiana,18033,DeKalb County,14237,4966,19656,9271,0.724308099,0.252645503,0.471662597
Indiana,18035,Delaware County,26724,20328,48089,6396,0.555719603,0.422716214,0.13300339
Indiana,18037,Dubois County,15032,6292,21805,8740,0.689383169,0.28855767,0.400825499
Indiana,18039,Elkhart County,46311,25413,73225,20898,0.632447934,0.347053602,0.285394333
Indiana,18041,Fayette County,7755,2237,10146,5518,0.764340627,0.220480978,0.543859649
Indiana,18043,Floyd County,23385,17507,41742,5878,0.560227109,0.419409707,0.140817402
Indiana,18045,Fountain County,6151,1627,7978,4524,0.770995237,0.203935824,0.567059413
Indiana,18047,Franklin County,9691,2137,12018,7554,0.806373773,0.177816608,0.628557164
Indiana,18049,Fulton County,6667,2274,9110,4393,0.73183315,0.249615807,0.482217344
Indiana,18051,Gibson County,11817,4027,16165,7790,0.731023817,0.249118466,0.481905351
Indiana,18053,Grant County,18543,8015,27230,10528,0.680976864,0.294344473,0.386632391
Indiana,18055,Greene County,11103,3389,14807,7714,0.749848045,0.228878233,0.520969812
Indiana,18057,Hamilton County,101563,88367,194447,13196,0.522317135,0.454452884,0.067864251
Indiana,18059,Hancock County,28816,12821,42645,15995,0.675718138,0.300644859,0.375073279
Indiana,18061,Harrison County,14542,5334,20198,9208,0.719972274,0.264085553,0.455886721
Indiana,18063,Hendricks County,53688,32453,88430,21235,0.607124279,0.36699084,0.240133439
Indiana,18065,Henry County,15043,5543,21020,9500,0.71565176,0.263701237,0.451950523
Indiana,18067,Howard County,26400,13270,40619,13130,0.649942145,0.326694404,0.323247741
Indiana,18069,Huntington County,13147,4254,17809,8893,0.738222247,0.238867988,0.499354259
Indiana,18071,Jackson County,14555,4302,19238,10253,0.756575528,0.223619919,0.532955609
Indiana,18073,Jasper County,11383,3798,15495,7585,0.734624072,0.245111326,0.489512746
Indiana,18075,Jay County,6361,1926,8466,4435,0.751358375,0.227498228,0.523860146
Indiana,18077,Jefferson County,9659,4732,14726,4927,0.655914709,0.321336412,0.334578297
Indiana,18079,Jennings County,9488,2521,12272,6967,0.773142112,0.205426988,0.567715124
Indiana,18081,Johnson County,51209,24729,77784,26480,0.658348761,0.317918852,0.340429908
Indiana,18083,Knox County,11654,4067,16027,7587,0.727147938,0.253759281,0.473388657
Indiana,18085,Kosciusko County,26476,8350,35846,18126,0.738604028,0.232940914,0.505663114
Indiana,18087,LaGrange County,8110,2355,10633,5755,0.762719834,0.221480297,0.541239537
Indiana,18089,Lake County,91733,124801,220233,-33068,0.416527042,0.56667711,-0.150150068
Indiana,18091,LaPorte County,25991,22419,49469,3572,0.525399745,0.453192909,0.072206837
Indiana,18093,Lawrence County,15601,4961,21071,10640,0.7404015,0.235442077,0.504959423
Indiana,18095,Madison County,31153,19459,51711,11694,0.602444354,0.376302914,0.22614144
Indiana,18097,Marion County,133902,247034,390106,-113132,0.343245169,0.633248399,-0.29000323
Indiana,18099,Marshall County,13841,5712,19934,8129,0.694341326,0.2865456,0.407795726
Indiana,18101,Martin County,4029,1011,5155,3018,0.78157129,0.196120272,0.585451018
Indiana,18103,Miami County,10925,3235,14493,7690,0.753812185,0.223211205,0.53060098
Indiana,18105,Monroe County,22062,39855,63020,-17793,0.35007934,0.63241828,-0.28233894
Indiana,18107,Montgomery County,12659,4212,17197,8447,0.736116765,0.244926441,0.491190324
Indiana,18109,Morgan County,27510,7777,36214,19733,0.759650964,0.214751201,0.544899763
Indiana,18111,Newton County,4942,1509,6606,3433,0.748107781,0.228428701,0.51967908
Indiana,18113,Noble County,14195,4660,19217,9535,0.738668887,0.242493625,0.496175261
Indiana,18115,Ohio County,2392,750,3164,1642,0.756005057,0.237041719,0.518963338
Indiana,18117,Orange County,6432,2224,8833,4208,0.728178422,0.251783086,0.476395336
Indiana,18119,Owen County,7285,2419,9915,4866,0.734745335,0.243973777,0.490771558
Indiana,18121,Parke County,5398,1503,7020,3895,0.768945869,0.214102564,0.554843305
Indiana,18123,Perry County,5343,3202,8734,2141,0.611747195,0.366613236,0.245133959
Indiana,18125,Pike County,4692,1415,6220,3277,0.754340836,0.227491961,0.526848875
Indiana,18127,Porter County,44899,39537,86284,5362,0.520362987,0.458219369,0.062143619
Indiana,18129,Posey County,9206,3811,13264,5395,0.694059107,0.287319059,0.406740048
Indiana,18131,Pulaski County,4246,1463,5813,2783,0.730431791,0.251677275,0.478754516
Indiana,18133,Putnam County,12278,3946,16595,8332,0.739861404,0.237782465,0.502078939
Indiana,18135,Randolph County,8312,2512,11078,5800,0.750315942,0.226755732,0.523560209
Indiana,18137,Ripley County,11261,2774,14280,8487,0.788585434,0.194257703,0.594327731
Indiana,18139,Rush County,6035,1754,7938,4281,0.76026707,0.220962459,0.539304611
Indiana,18141,St. Joseph County,53152,59870,115547,-6718,0.460003289,0.518144132,-0.058140843
Indiana,18143,Scott County,7328,2698,10176,4630,0.720125786,0.265133648,0.454992138
Indiana,18145,Shelby County,14568,5023,20017,9545,0.727781386,0.250936704,0.476844682
Indiana,18147,Spencer County,7354,3208,10781,4146,0.682125962,0.297560523,0.384565439
Indiana,18149,Starke County,7466,2650,10309,4816,0.724221554,0.257056941,0.467164613
Indiana,18151,Steuben County,11322,4509,16175,6813,0.699969088,0.278763524,0.421205564
Indiana,18153,Sullivan County,6687,2153,9004,4534,0.742669924,0.239115948,0.503553976
Indiana,18155,Switzerland County,3133,964,4152,2169,0.754576108,0.232177264,0.522398844
Indiana,18157,Tippecanoe County,34571,34993,71755,-422,0.48179221,0.487673333,-0.005881123
Indiana,18159,Tipton County,6110,1834,8124,4276,0.752092565,0.225750862,0.526341704
Indiana,18161,Union County,2687,736,3491,1951,0.769693498,0.210827843,0.558865655
Indiana,18163,Vanderburgh County,41838,34404,77563,7434,0.539406676,0.443562008,0.095844668
Indiana,18165,Vermillion County,5184,2145,7490,3039,0.69212283,0.286381842,0.405740988
Indiana,18167,Vigo County,24512,18080,43593,6432,0.562292111,0.414745487,0.147546624
Indiana,18169,Wabash County,10762,3494,14598,7268,0.737224277,0.239347856,0.497876421
Indiana,18171,Warren County,3401,974,4473,2427,0.760339817,0.21775095,0.542588867
Indiana,18173,Warrick County,21324,11919,33884,9405,0.629323575,0.351758942,0.277564632
Indiana,18175,Washington County,9112,2783,12126,6329,0.75144318,0.229506845,0.521936335
Indiana,18177,Wayne County,17567,9524,27662,8043,0.635058926,0.344299038,0.290759887
Indiana,18179,Wells County,10855,2928,14080,7927,0.770951705,0.207954545,0.562997159
Indiana,18181,White County,7353,2868,10402,4485,0.706883292,0.275716208,0.431167083
Indiana,18183,Whitley County,12856,4233,17581,8623,0.731243957,0.240771287,0.490472669
Iowa,19001,Adair County,2917,1197,4183,1720,0.697346402,0.28615826,0.411188142
Iowa,19003,Adams County,1528,590,2158,938,0.708063021,0.273401297,0.434661724
Iowa,19005,Allamakee County,4733,2575,7459,2158,0.634535461,0.345220539,0.289314922
Iowa,19007,Appanoose County,4508,1889,6500,2619,0.693538462,0.290615385,0.402923077
Iowa,19009,Audubon County,2292,1071,3413,1221,0.671549956,0.313800176,0.35774978
Iowa,19011,Benton County,9179,5156,14627,4023,0.627538114,0.352498804,0.275039311
Iowa,19013,Black Hawk County,29623,35621,66549,-5998,0.445130656,0.535259733,-0.090129078
Iowa,19015,Boone County,8676,6293,15277,2383,0.567912548,0.411926425,0.155986123
Iowa,19017,Bremer County,8287,5954,14534,2333,0.570180267,0.409660107,0.16052016
Iowa,19019,Buchanan County,6418,4167,10759,2251,0.596523841,0.387303653,0.209220188
Iowa,19021,Buena Vista County,5004,2919,8072,2085,0.619920714,0.361620416,0.258300297
Iowa,19023,Butler County,5540,2423,8081,3117,0.685558718,0.299839129,0.385719589
Iowa,19025,Calhoun County,3687,1469,5246,2218,0.702821197,0.280022875,0.422798323
Iowa,19027,Carroll County,7720,3444,11277,4276,0.684579232,0.305400372,0.37917886
Iowa,19029,Cass County,4969,2201,7266,2768,0.68387008,0.302917699,0.380952381
Iowa,19031,Cedar County,6161,4336,10702,1825,0.575686788,0.405157914,0.170528873
Iowa,19033,Cerro Gordo County,12435,10941,23794,1494,0.522610742,0.459821804,0.062788938
Iowa,19035,Cherokee County,4495,1936,6503,2559,0.691219437,0.29770875,0.393510687
Iowa,19037,Chickasaw County,4299,2230,6605,2069,0.650870553,0.337623013,0.31324754
Iowa,19039,Clarke County,3140,1466,4666,1674,0.672953279,0.314187741,0.358765538
Iowa,19041,Clay County,6126,2653,8928,3473,0.686155914,0.297155018,0.389000896
Iowa,19043,Clayton County,6105,3339,9589,2766,0.636667014,0.348211492,0.288455522
Iowa,19045,Clinton County,13349,10806,24620,2543,0.542201462,0.438911454,0.103290008
Iowa,19047,Crawford County,4842,2211,7125,2631,0.679578947,0.310315789,0.369263158
Iowa,19049,Dallas County,27882,26771,55803,1111,0.499650556,0.479741233,0.019909324
Iowa,19051,Davis County,3032,1013,4099,2019,0.739692608,0.247133447,0.492559161
Iowa,19053,Decatur County,2613,1117,3798,1496,0.687993681,0.294102159,0.393891522
Iowa,19055,Delaware County,6666,3157,9981,3509,0.667868951,0.316300972,0.351567979
Iowa,19057,Des Moines County,10589,8887,19897,1702,0.532190783,0.446650249,0.085540534
Iowa,19059,Dickinson County,7432,3660,11223,3772,0.66221153,0.326116012,0.336095518
Iowa,19061,Dubuque County,27214,25655,53924,1559,0.504673244,0.475762184,0.02891106
Iowa,19063,Emmet County,3265,1520,4850,1745,0.673195876,0.313402062,0.359793814
Iowa,19065,Fayette County,6145,3834,10184,2311,0.603397486,0.376472899,0.226924588
Iowa,19067,Floyd County,4730,3168,8026,1562,0.589334662,0.394717169,0.194617493
Iowa,19069,Franklin County,3420,1625,5116,1795,0.668491009,0.317630962,0.350860047
Iowa,19071,Fremont County,2711,1078,3855,1633,0.703242542,0.279636835,0.423605707
Iowa,19073,Greene County,3221,1768,5054,1453,0.637316977,0.349821923,0.287495053
Iowa,19075,Grundy County,4911,2194,7245,2717,0.677846791,0.302829538,0.375017253
Iowa,19077,Guthrie County,4272,1985,6369,2287,0.67074894,0.311665882,0.359083059
Iowa,19079,Hamilton County,4956,2842,8516,2114,0.581963363,0.333724753,0.24823861
Iowa,19081,Hancock County,4386,1682,6164,2704,0.711550941,0.272874757,0.438676184
Iowa,19083,Hardin County,5842,2971,8962,2871,0.651863423,0.331510823,0.3203526
Iowa,19085,Harrison County,5563,2439,8137,3124,0.683667199,0.29974192,0.38392528
Iowa,19087,Henry County,6483,3264,9929,3219,0.652935844,0.328734011,0.324201833
Iowa,19089,Howard County,3126,1772,4951,1354,0.631387598,0.357907493,0.273480105
Iowa,19091,Humboldt County,3818,1442,5320,2376,0.717669173,0.271052632,0.446616541
Iowa,19093,Ida County,2876,917,3845,1959,0.747984395,0.238491547,0.509492848
Iowa,19095,Iowa County,6009,3546,9741,2463,0.616877117,0.364028334,0.252848783
Iowa,19097,Jackson County,6940,4029,11118,2911,0.624212988,0.362385321,0.261827667
Iowa,19099,Jasper County,12480,7813,20653,4667,0.604270566,0.378298552,0.225972014
Iowa,19101,Jefferson County,4442,4314,8952,128,0.496201966,0.481903485,0.014298481
Iowa,19103,Johnson County,22918,59147,83533,-36229,0.274358637,0.70806747,-0.433708834
Iowa,19105,Jones County,6569,4211,10959,2358,0.599416005,0.384250388,0.215165617
Iowa,19107,Keokuk County,3785,1409,5273,2376,0.7178077,0.267210317,0.450597383
Iowa,19109,Kossuth County,6244,2681,9030,3563,0.691472868,0.296899225,0.394573643
Iowa,19111,Lee County,9763,6539,16721,3224,0.583876562,0.391065128,0.192811435
Iowa,19113,Linn County,53098,70451,126716,-17353,0.419031535,0.555975567,-0.136944032
Iowa,19115,Louisa County,3500,1726,5326,1774,0.657153586,0.324070597,0.333082989
Iowa,19117,Lucas County,2981,1220,4299,1761,0.693417074,0.283786927,0.409630147
Iowa,19119,Lyon County,5703,1065,6846,4638,0.833041192,0.155565294,0.677475898
Iowa,19121,Madison County,6486,3126,9795,3360,0.662174579,0.31914242,0.343032159
Iowa,19123,Mahaska County,8256,2879,11346,5377,0.727657324,0.253745814,0.473911511
Iowa,19125,Marion County,12657,6170,19217,6487,0.658635583,0.321069886,0.337565697
Iowa,19127,Marshall County,9564,8171,18122,1393,0.527756318,0.450888423,0.076867895
Iowa,19129,Mills County,5572,2500,8247,3072,0.675639627,0.303140536,0.372499091
Iowa,19131,Mitchell County,3665,2048,5797,1617,0.632223564,0.353286183,0.278937381
Iowa,19133,Monona County,3234,1402,4709,1832,0.686770015,0.297727755,0.38904226
Iowa,19135,Monroe County,2975,1078,4085,1897,0.728274174,0.263892289,0.464381885
Iowa,19137,Montgomery County,3653,1583,5313,2070,0.687558818,0.297948428,0.38961039
Iowa,19139,Muscatine County,10823,9372,20671,1451,0.523583765,0.453388806,0.070194959
Iowa,19141,O'Brien County,5857,1567,7535,4290,0.777305906,0.20796284,0.569343066
Iowa,19143,Osceola County,2688,600,3325,2088,0.808421053,0.180451128,0.627969925
Iowa,19145,Page County,5314,2081,7509,3233,0.707684112,0.277134106,0.430550007
Iowa,19147,Palo Alto County,3369,1518,4948,1851,0.680881164,0.306790622,0.374090542
Iowa,19149,Plymouth County,10472,3483,14157,6989,0.73970474,0.246026701,0.493678039
Iowa,19151,Pocahontas County,2825,932,3821,1893,0.739335253,0.243915205,0.495420047
Iowa,19153,Polk County,106752,146173,258613,-39421,0.412786674,0.565219073,-0.152432399
Iowa,19155,Pottawattamie County,26241,18570,45733,7671,0.573786981,0.406052522,0.167734459
Iowa,19157,Poweshiek County,5645,4301,10120,1344,0.557806324,0.425,0.132806324
Iowa,19159,Ringgold County,1964,708,2709,1256,0.724990772,0.261351052,0.463639719
Iowa,19161,Sac County,4052,1383,5512,2669,0.735123367,0.250907112,0.484216255
Iowa,19163,Scott County,43661,46890,92639,-3229,0.471302583,0.506158313,-0.03485573
Iowa,19165,Shelby County,4697,1959,6781,2738,0.692670698,0.288895443,0.403775254
Iowa,19167,Sioux County,15669,3017,18943,12652,0.827165708,0.159267276,0.667898432
Iowa,19169,Story County,20200,28975,50668,-8775,0.398673719,0.571859951,-0.173186232
Iowa,19171,Tama County,5299,3573,9017,1726,0.587667739,0.396251525,0.191416214
Iowa,19173,Taylor County,2459,745,3237,1714,0.759654001,0.230151375,0.529502626
Iowa,19175,Union County,4000,2049,6163,1951,0.649034561,0.332467954,0.316566607
